ID,Experiment Name,BCDCCollection,BossDBURI,SampleType,SpeciesCommonName,SpeciesTaxonomyID,Genotype,SubjectID,Age,Sex,Modality,Technique,Anntomical Structure,ParentSpecimenID,ParentSpecimenType,SubspecimenType,SubspecimenQuantity,Investigator,Description,BICCNDeliveryQuarter,Protocol,Public,Creator,Contributors,DataCreated,DateModified,License,ImageLocation,CoordinateFrame,Version,Channels
s24_top_md1_030nm_1_,s24_top_md1_030nm_1_,AAA329,bossdb://lee2022/s24_top_md1_030nm_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA329,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA326,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
s24_top_md1_030nm_2_,s24_top_md1_030nm_2_,AAA330,bossdb://lee2022/s24_top_md1_030nm_2_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA330,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA327,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
s24_top_md1_030nm_3_,s24_top_md1_030nm_3_,AAA331,bossdb://lee2022/s24_top_md1_030nm_3_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA331,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA328,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
s24_top_md1_030nm_4_,s24_top_md1_030nm_4_,AAA332,bossdb://lee2022/s24_top_md1_030nm_4_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA332,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA329,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile1_,C2C_100nm_tile1_,AAA333,bossdb://lee2022/C2C_100nm_tile1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA333,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA330,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile1_1_,C2C_100nm_tile1_1_,AAA334,bossdb://lee2022/C2C_100nm_tile1_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA334,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA331,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile1_2_,C2C_100nm_tile1_2_,AAA335,bossdb://lee2022/C2C_100nm_tile1_2_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA335,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA332,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile1_3_,C2C_100nm_tile1_3_,AAA336,bossdb://lee2022/C2C_100nm_tile1_3_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA336,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA333,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile1_4_,C2C_100nm_tile1_4_,AAA337,bossdb://lee2022/C2C_100nm_tile1_4_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA337,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA334,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile2_,C2C_100nm_tile2_,AAA338,bossdb://lee2022/C2C_100nm_tile2_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA338,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA335,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile2_1_,C2C_100nm_tile2_1_,AAA339,bossdb://lee2022/C2C_100nm_tile2_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA339,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA336,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile2_2_,C2C_100nm_tile2_2_,AAA340,bossdb://lee2022/C2C_100nm_tile2_2_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA340,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA337,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile2_3_,C2C_100nm_tile2_3_,AAA341,bossdb://lee2022/C2C_100nm_tile2_3_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA341,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA338,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile2_4_,C2C_100nm_tile2_4_,AAA342,bossdb://lee2022/C2C_100nm_tile2_4_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA342,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA339,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile3_,C2C_100nm_tile3_,AAA343,bossdb://lee2022/C2C_100nm_tile3_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA343,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA340,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile3_1_,C2C_100nm_tile3_1_,AAA344,bossdb://lee2022/C2C_100nm_tile3_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA344,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA341,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile3_2_,C2C_100nm_tile3_2_,AAA345,bossdb://lee2022/C2C_100nm_tile3_2_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA345,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA342,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile3_3_,C2C_100nm_tile3_3_,AAA346,bossdb://lee2022/C2C_100nm_tile3_3_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA346,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA343,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile3_4_,C2C_100nm_tile3_4_,AAA347,bossdb://lee2022/C2C_100nm_tile3_4_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA347,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA344,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_ovw_150nm_sz1p1_,C2C_ovw_150nm_sz1p1_,AAA348,bossdb://lee2022/C2C_ovw_150nm_sz1p1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA348,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA345,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_ovw_150nm_sz1p1_1_,C2C_ovw_150nm_sz1p1_1_,AAA349,bossdb://lee2022/C2C_ovw_150nm_sz1p1_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA349,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA346,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_ovw_150nm_sz1p4_,C2C_ovw_150nm_sz1p4_,AAA350,bossdb://lee2022/C2C_ovw_150nm_sz1p4_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA350,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA347,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_ovw_150nm_sz1p4_1_,C2C_ovw_150nm_sz1p4_1_,AAA351,bossdb://lee2022/C2C_ovw_150nm_sz1p4_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA351,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA348,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_060nm_tile1_,C2D_060nm_tile1_,AAA352,bossdb://lee2022/C2D_060nm_tile1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA352,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA349,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_060nm_tile1_1_,C2D_060nm_tile1_1_,AAA353,bossdb://lee2022/C2D_060nm_tile1_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA353,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA350,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_060nm_tile1_2_,C2D_060nm_tile1_2_,AAA354,bossdb://lee2022/C2D_060nm_tile1_2_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA354,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA351,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_060nm_tile1_3_,C2D_060nm_tile1_3_,AAA355,bossdb://lee2022/C2D_060nm_tile1_3_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA355,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA352,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_060nm_tile1_4_,C2D_060nm_tile1_4_,AAA356,bossdb://lee2022/C2D_060nm_tile1_4_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA356,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA353,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile1_,C2D_100nm_tile1_,AAA357,bossdb://lee2022/C2D_100nm_tile1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA357,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA354,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile1_1_,C2D_100nm_tile1_1_,AAA358,bossdb://lee2022/C2D_100nm_tile1_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA358,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA355,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile1_2_,C2D_100nm_tile1_2_,AAA359,bossdb://lee2022/C2D_100nm_tile1_2_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA359,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA356,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile1_3_,C2D_100nm_tile1_3_,AAA360,bossdb://lee2022/C2D_100nm_tile1_3_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA360,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA357,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile1_4_,C2D_100nm_tile1_4_,AAA361,bossdb://lee2022/C2D_100nm_tile1_4_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA361,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA358,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile2_,C2D_100nm_tile2_,AAA362,bossdb://lee2022/C2D_100nm_tile2_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA362,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA359,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile2_1_,C2D_100nm_tile2_1_,AAA363,bossdb://lee2022/C2D_100nm_tile2_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA363,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA360,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile2_2_,C2D_100nm_tile2_2_,AAA364,bossdb://lee2022/C2D_100nm_tile2_2_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA364,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA361,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile2_3_,C2D_100nm_tile2_3_,AAA365,bossdb://lee2022/C2D_100nm_tile2_3_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA365,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA362,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile2_4_,C2D_100nm_tile2_4_,AAA366,bossdb://lee2022/C2D_100nm_tile2_4_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA366,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA363,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile3_1_,C2D_100nm_tile3_1_,AAA367,bossdb://lee2022/C2D_100nm_tile3_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA367,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA364,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile3_2_,C2D_100nm_tile3_2_,AAA368,bossdb://lee2022/C2D_100nm_tile3_2_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA368,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA365,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile3_3_,C2D_100nm_tile3_3_,AAA369,bossdb://lee2022/C2D_100nm_tile3_3_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA369,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA366,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile3_4_,C2D_100nm_tile3_4_,AAA370,bossdb://lee2022/C2D_100nm_tile3_4_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA370,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA367,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile4_1_,C2D_100nm_tile4_1_,AAA371,bossdb://lee2022/C2D_100nm_tile4_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA371,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA368,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile4_2_,C2D_100nm_tile4_2_,AAA372,bossdb://lee2022/C2D_100nm_tile4_2_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA372,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA369,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile4_3_,C2D_100nm_tile4_3_,AAA373,bossdb://lee2022/C2D_100nm_tile4_3_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA373,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA370,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_ovw_160nm_sz1_,C2D_ovw_160nm_sz1_,AAA374,bossdb://lee2022/C2D_ovw_160nm_sz1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA374,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA371,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_ovw_160nm_sz1_1_,C2D_ovw_160nm_sz1_1_,AAA375,bossdb://lee2022/C2D_ovw_160nm_sz1_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA375,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA372,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
pfinAaron,pfinAaron,AAA376,bossdb://lee2022/pfinAaron/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA376,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA373,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
pfinAaron_090nm_,pfinAaron_090nm_,AAA377,bossdb://lee2022/pfinAaron_090nm_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA377,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
15h_L1,15h_L1,AAA378,bossdb://mulcahy2020/15h_L1,Tissue Sample,C. elegans,NCBI:txid6239,AAA,AAA379,,Unknown,anatomy,Transmission Electron Microscope,VIS,AAA,tissue sample,tissue sample,Has not been assigned,Ben Mulcahy,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,Ben Mulcahy|Daniel K. Witvliet|James Mitchell|Richard Schalek|Daniel R. Berger|Yuelong Wu|Doug Holmyard|Yangning Lu|Tosif Ahamed|Aravinthan D.T. Samuel|Andrew D. Chisholm|Jeff W. Lichtman|Mei Zhen,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,em
16h_L1,16h_L1,AAA379,bossdb://mulcahy2020/16h_L1/,Tissue Sample,C. elegans,NCBI:txid6239,AAA,AAA380,,Unknown,anatomy,Transmission Electron Microscope,VIS,AAA,tissue sample,tissue sample,Has not been assigned,Ben Mulcahy,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,Ben Mulcahy|Daniel K. Witvliet|James Mitchell|Richard Schalek|Daniel R. Berger|Yuelong Wu|Doug Holmyard|Yangning Lu|Tosif Ahamed|Aravinthan D.T. Samuel|Andrew D. Chisholm|Jeff W. Lichtman|Mei Zhen,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,em
18h_L2,18h_L2,AAA380,bossdb://mulcahy2020/18h_L2/,Tissue Sample,C. elegans,NCBI:txid6239,AAA,AAA381,,Unknown,anatomy,Transmission Electron Microscope,VIS,AAA,tissue sample,tissue sample,Has not been assigned,Ben Mulcahy,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,Ben Mulcahy|Daniel K. Witvliet|James Mitchell|Richard Schalek|Daniel R. Berger|Yuelong Wu|Doug Holmyard|Yangning Lu|Tosif Ahamed|Aravinthan D.T. Samuel|Andrew D. Chisholm|Jeff W. Lichtman|Mei Zhen,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,em
1h_L1,1h_L1,AAA381,bossdb://mulcahy2020/1h_L1/,Tissue Sample,C. elegans,NCBI:txid6239,AAA,AAA382,,Unknown,anatomy,Transmission Electron Microscope,VIS,AAA,tissue sample,tissue sample,Has not been assigned,Ben Mulcahy,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,Ben Mulcahy|Daniel K. Witvliet|James Mitchell|Richard Schalek|Daniel R. Berger|Yuelong Wu|Doug Holmyard|Yangning Lu|Tosif Ahamed|Aravinthan D.T. Samuel|Andrew D. Chisholm|Jeff W. Lichtman|Mei Zhen,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,em
23h_L2,23h_L2,AAA382,bossdb://mulcahy2020/23h_L2/,Tissue Sample,C. elegans,NCBI:txid6239,AAA,AAA383,,Unknown,anatomy,Transmission Electron Microscope,VIS,AAA,tissue sample,tissue sample,Has not been assigned,Ben Mulcahy,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,Ben Mulcahy|Daniel K. Witvliet|James Mitchell|Richard Schalek|Daniel R. Berger|Yuelong Wu|Doug Holmyard|Yangning Lu|Tosif Ahamed|Aravinthan D.T. Samuel|Andrew D. Chisholm|Jeff W. Lichtman|Mei Zhen,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,em
